aah	ɑ
duumvir	dyu.ˈʌm.vəɹ
duvet	du.ˈveɪ
duvet	dyu.ˈveɪ
duvetyn	ˈdu.vɪ.ˌtin
duvetyn	ˈdyu.vɪ.ˌtin
dwarf	dwɔɹf
dwarfish	ˈdwɔɹ.fɪʃ
dwarfism	ˈdwɔɹ.fɪ.zəm
dwarves	dwɔɹvz
Dwayne	dweɪn
dweeb	dwib
dwell	dwɛl
dwelling	ˈdwɛ.lɪŋ
dwelt	dwɛlt
Dwight	dwaɪt
dwindle	ˈdwɪndl
dyad	ˈdaɪ.æd
dyadic	daɪ.ˈæ.dɪk
dyarchy	ˈdaɪ.ɑɹ.ki
dybbuk	di.ˈbuk
dybbuk	ˈdɪ.bək
Dyce	daɪs
dye	daɪ
dyeing	ˈdaɪ.ɪŋ
Dyer	ˈdaɪ.əɹ
dyestuff	ˈdaɪ.ˌstʌf
dyewood	ˈdaɪ.ˌwʊd
dying	ˈdaɪ.ɪŋ
dyke	daɪk
Dylan	ˈdɪ.lən
dynameter	daɪ.ˈnæ.mɪ.təɹ
dynamic	daɪ.ˈnæ.mɪk
dynamics	daɪ.ˈnæ.mɪks
dynamism	ˈdaɪ.nə.ˌmɪ.zəm
dynamite	ˈdaɪ.nə.ˌmaɪt
dynamo	ˈdaɪ.nə.ˌmoʊ
dynamometer	ˌdaɪ.nə.ˈmɒ.mɪ.təɹ
dynamometry	ˌdaɪ.nə.ˈmɒ.mɪ.tɹi
dynamotor	ˈdaɪ.nə.ˌmoʊ.təɹ
dynast	ˈdaɪ.næst
dynast	ˈdaɪ.nəst
dynast	ˈdɪ.næst
dynasty	ˈdaɪ.nə.sti
dynasty	ˈdɪ.nə.sti
dynatron	ˈdaɪ.nə.ˌtɹɒn
dyne	daɪn
Dynel	daɪ.ˈnɛl
dynode	ˈdaɪ.noʊd
dysarthria	dɪs.ˈɑɹ.θɹi.ə
dyscrasia	dɪs.ˈkɹeɪ.ʒə
dyscrasia	dɪs.ˈkɹeɪ.ʒi.ə
dyscrasia	dɪs.ˈkɹe.zi.ə
dysentery	ˈdɪ.sən.ˌtɛ.ɹi
dysfunctional	dɪs.ˈfʌŋk.ʃənl
dysfunction	dɪs.ˈfʌŋk.ʃən
dysgenesis	dɪs.ˈdʒɛ.nə.sɪs
dysgenic	dɪs.ˈdʒɛ.nɪk
dysgenics	dɪs.ˈdʒɛ.nɪks
dyskinesia	ˌdɪ.skɪ.ˈni.ʒə
dyskinesia	ˌdɪ.skɪ.ˈni.ʒi.ə
dyskinesia	ˌdɪ.skɪ.ˈzi.ə
dyskinesia	ˌdɪ.skaɪ.ˈni.ʒə
dyslexia	dɪs.ˈlɛk.si.ə
dyslexic	dɪs.ˈlɛk.sɪk
dyslogistic	ˌdɪ.slə.ˈdʒɪ.stɪk
dysmenorrhea	ˌdɪ.smɛ.nə.ˈɹi.ə
dyspepsia	dɪs.ˈpɛp.ʃə
dyspepsia	dɪs.ˈpɛ.si.ə
dyspeptic	dɪs.ˈpɛp.tɪk
dysphagia	dɪs.ˈfeɪd.ʒə
dysphagia	dɪs.ˈfeɪd.ʒi.ə
dysphasia	dɪs.ˈfeɪ.ʒə
dysphasia	dɪs.ˈfeɪ.ʒi.ə
dysphasia	dɪs.ˈfe.zi.ə
dysphemism	ˈdɪ.sfə.ˌmɪ.zəm
dysphonia	dɪs.ˈfoʊ.ni.ə
dysphoria	dɪs.ˈfɔ.ɹi.ə
dysphoria	dɪs.ˈfoʊ.ɹi.ə
dysplasia	dɪs.ˈpleɪ.ʒə
dysplasia	dɪs.ˈpleɪ.ʒi.ə
dysplasia	dɪs.ˈple.zi.ə
dyspnea	dɪsp.ˈni.ə
dysprosium	dɪs.ˈpɹoʊ.si.əm
dysprosium	dɪ.ʃi.pɹoʊ.si.əm
dysrhythmia	dɪs.ˈɹɪð.mi.ə
dysthymia	dɪs.ˈθaɪ.mi.ə
dystonia	dɪs.ˈtoʊ.ni.ə
dystopia	dɪs.ˈtoʊ.pi.ə
dystrophic	dɪ.ˈstɹɒ.fɪk
dystrophic	dɪ.ˈstɹoʊ.fɪk
dystrophy	ˈdɪ.stɹə.fi
dysuria	ˌdɪ.syʊ.ˈɹi.ə
dysuria	dɪs.ˈyʊə.ɹi.ə
each	itʃ
eager	ˈi.gəɹ
eager	ˈeɪ.gəɹ
eagle	ˈi.gəl
eaglet	ˈi.glɪt
eaglewood	ˈi.gəl.ˌwʊd
eagre	ˈi.gəɹ
eagre	ˈeɪ.gəɹ
Ea	ˈeɪ.ɑ
ealdorman	ˈɔl.dəɹ.mən
Eames	imz
eanling	ˈin.lɪŋ
earache	ˈɪəɹ.ˌeɪk
earbud	ˈɪəɹ.ˌbʌd
eardrop	ˈɪəɹ.ˌdɹɒp
eardrum	ˈɪəɹ.ˌdɹʌm
eared	ɪəɹd
earflap	ˈɪəɹ.ˌflæp
earful	ˈɪəɹ.ˌfʊl
Earhart	ˈɛəɹ.hɑɹt
ear	ɪəɹ
earing	ˈɪə.ɹɪŋ
earlap	ˈɪəɹ.ˌlæp
earldom	ˈɜɹl.dəm
earl	ɜɹl
Earl	ɜɹl
earlobe	ˈɪəɹ.ˌloʊb
earlock	ˈɪəɹ.ˌlɒk
earlship	ˈɜɹl.ʃɪp
early	ˈɜɹ.li
Early	ˈɜɹ.li
earmark	ˈɪəɹ.ˌmɑɹk
earmuff	ˈɪəɹ.ˌmʌf
earnest	ˈɜɹ.nɪst
earn	ɜɹn
earnings	ˈɜɹ.nɪŋz
earphone	ˈɪəɹ.ˌfoʊn
Earp	ɜɹp
earpiece	ˈɪəɹ.ˌpis
earplug	ˈɪəɹ.ˌplʌg
earring	ˈɪəɹ.ˌɹɪŋ
earshot	ˈɪəɹ.ˌʃɒt
earsplitting	ˈɪəɹ.ˌsplɪ.tɪŋ
earthborn	ˈɜɹθ.ˌbɔɹn
earthbound	ˈɜɹθ.ˌbaʊnd
earthen	ˈɜɹ.θən
earthenware	ˈɜɹ.θən.ˌwɛəɹ
earth	ɜɹθ
earthlight	ˈɜɹθ.ˌlaɪt
earthling	ˈɜɹθ.lɪŋ
earthly	ˈɜɹθ.li
earthman	ˈɜɹθ.ˌmæn
earthman	ˈɜɹθ.ˌmən
earthmover	ˈɜɹθ.ˌmu.vəɹ
earthmoving	ˈɜɹθ.ˌmu.vɪŋ
earthnut	ˈɜɹθ.ˌnʌt
earthpea	ˈɜɹθ.ˌpi
earthquake	ˈɜɹθ.ˌkweɪk
earthrise	ˈɜɹθ.ˌɹaɪz
earthshaking	ˈɜɹθ.ˌʃeɪ.kɪŋ
earthshine	ˈɜɹθ.ˌʃaɪn
earthstar	ˈɜɹθ.ˌstɑɹ
earthward	ˈɜɹ.θwəɹd
earthwork	ˈɜɹθ.ˌwɜɹk
earthworm	ˈɜɹθ.ˌwɜɹm
earthy	ˈɜɹ.θi
earwax	ˈɪəɹ.ˌwæks
earwig	ˈɪəɹ.ˌwɪg
earwitness	ˈɪəɹ.ˌwɪt.nɪs
earworm	ˈɪəɹ.ˌwɜɹm
easeful	ˈiz.fəl
ease	iz
easel	ˈi.zəl
easement	ˈiz.mənt
easier	ˈi.zi.əɹ
easiest	ˈi.zi.ɪst
easily	ˈi.zə.li
easily	ˈiz.li
easiness	ˈi.zi.nɪs
eastbound	ˈist.ˌbaʊnd
Easter	ˈi.stəɹ
easterly	ˈi.stəɹ.li
easterner	ˈi.stəɹ.nəɹ
eastern	ˈi.stəɹn
easternmost	ˈi.stəɹn.ˌmoʊst
easternmost	ˈi.stəɹn.ˌməst
east	ist
easting	ˈi.stɪŋ
Eastman	ˈist.mən
Easton	ˈi.stən
eastward	ˈist.wəɹd
Eastwood	ˈist.ˌwʊd
easygoing	ˈi.zi.ˈgoʊ.ɪŋ
easy	ˈi.zi
eatable	ˈi.tə.bəl
eaten	ˈitn
eatery	ˈi.tə.ɹi
eath	ið
eath	iθ
eat	it
eat	ɛt
eating	ˈi.tɪŋ
Eaton	ˈitn
eave	iv
eavesdrop	ˈivz.ˌdɹɒp
ebb	ɛb
Ebenezer	ˌɛ.bə.ˈni.zəɹ
ebon	ˈɛ.bən
Ebonics	ɪ.ˈbɒ.nɪks
ebonite	ˈɛ.bə.ˌnaɪt
ebonize	ˈɛ.bə.ˌnaɪz
ebony	ˈɛ.bə.ni
e-book	ˈi.ˌbʊk
ebullience	ɪ.ˈbʌ.lyəns
ebullience	ɪ.ˈbʊ.lyəns
ebullient	ɪ.ˈbʌ.lyənt
ebullient	ɪ.ˈbʊ.lyənt
ebullition	ˌɛ.bə.ˈlɪ.ʃən
ecaudate	i.ˈkɔ.deɪt
ecbolic	ɛk.ˈbɒ.lɪk
eccentric	ɪk.ˈsɛn.tɹɪk
eccentric	ɛk.ˈsɛn.tɹɪk
eccentricity	ˌɛk.sən.ˈtɹɪ.sɪ.ti
eccentricity	ˌɛk.sɛn.ˈtɹɪ.sɪ.ti
ecchymosis	ˌɛ.kə.ˈmoʊ.sɪs
ecclesia	ɪ.ˈkli.ʒi.ə
ecclesia	ɪ.ˈkli.zi.ə
ecclesial	ɪ.ˈkli.zi.əl
ecclesiastical	ɪ.ˌkli.zi.ˈæ.stɪ.kəl
ecclesiastic	ɪ.ˌkli.zi.ˈæ.stɪk
ecclesiasticism	ɪ.ˌkli.zi.ˈæ.stə.ˌsɪ.zəm
ecclesiology	ɪ.ˌkli.zi.ˈɒ.ləd.ʒi
eccrine	ˈɛ.kɹɪn
eccrine	ˈɛ.kɹaɪn
eccrine	ˈɛ.kɹin
ecdysiast	ɛk.ˈdɪ.zi.ˌæst
ecdysiast	ɛk.ˈdɪ.zi.ˌɪst
ecdysis	ˈɛk.də.sɪs
ecdysone	ˈɛk.də.ˌzoʊn
ecdysone	ˈɛk.də.ˌsoʊn
ecesis	ɪ.ˈsi.sɪs
echard	ˈɛk.ˌhɑɹd
echelon	ˈɛ.ʃə.ˌlɒn
echeveria	ˌɛt.ʃə.və.ˈɹi.ə
echidna	ɪ.ˈkɪd.nə
echinacea	ˌɛ.kə.ˈneɪ.ʃə
echinacea	ˌɛ.kə.ˈne.si.ə
echinate	ɪ.ˈkaɪ.neɪt
echinate	ɪ.ˈkaɪ.nɪt
echinate	ˈɛ.kə.ˌneɪt
echinate	ˈɛ.kə.ˌnɪt
echinococcus	ɪ.ˌkaɪ.nə.ˈkɒ.kəs
echinodermatous	ɪ.ˌkaɪ.nə.ˈdɜɹ.mə.təs
echinodermatous	ˌɛ.kə.nə.ˈdɜɹ.mə.təs
echinoderm	ɪ.ˈkaɪ.nə.ˌdɜɹm
echinoderm	ˈɛ.kə.nə.ˌdɜɹm
echinoid	ɪ.ˈkaɪ.nɔɪd
echinoid	ˈɛ.kə.ˌnɔɪd
echinus	ɪ.ˈkaɪ.nəs
echiuroid	ˌɛ.ki.ˈyʊə.ɹɔɪd
echocardiogram	ˌɛ.koʊ.ˈkɑɹ.di.ə.ˌgɹæm
echogram	ˈɛ.koʊ.ˌgɹæm
echo	ˈɛ.koʊ
echoic	ɛ.ˈkoʊ.ɪk
echoism	ˈɛ.koʊ.ˌɪ.zəm
echolalia	ˌɛ.koʊ.ˈleɪ.li.ə
echolocation	ˌɛ.koʊ.loʊ.ˈkeɪ.ʃən
echovirus	ˈɛ.koʊ.ˌvaɪ.ɹəs
echt	ɛxt
eclampsia	ɪ.ˈklæmp.si.ə
eclectic	ɪ.ˈklɛk.tɪk
eclecticism	ɪ.ˈklɛk.tə.ˌsɪ.zəm
eclipse	ɪ.ˈklɪps
ecliptic	ɪ.ˈklɪp.tɪk
eclogite	ˈɛ.klə.ˌdʒaɪt
eclogue	ˈɛ.klɔg
eclogue	ˈɛ.klɒg
Eclogues	ˈɛ.klɔgz
Eclogues	ˈɛ.klɒgz
eclosion	ɪ.ˈkloʊ.ʒən
ecocatastrophe	ˌɛ.koʊ.kə.ˈtæ.stɹə.fi
ecocatastrophe	ˌi.koʊ.kə.ˈtæ.stɹə.fi
ecocide	ˈɛ.kə.ˌsaɪd
ecocide	ˈi.kə.ˌsaɪd
ecofreak	ˈɛ.koʊ.ˌfɹik
ecofreak	ˈi.koʊ.ˌfɹik
eco	ˈɛ.koʊ
eco	ˈi.koʊ
Eco	ˈɛ.koʊ
Eco	ˈɛ.kɔ
ecology	ɪ.ˈkɒ.ləd.ʒi
econometrics	ɪ.ˌkɒ.nə.ˈmɛ.tɹɪks
economical	ˌɛ.kə.ˈnɒ.mɪ.kəl
economical	ˌi.kə.ˈnɒ.mɪ.kəl
economically	ˌɛ.kə.ˈnɒ.mɪ.kli
economically	ˌi.kə.ˈnɒ.mɪ.kli
economic	ˌɛ.kə.ˈnɒ.mɪk
economic	ˌi.kə.ˈnɒ.mɪk
economics	ˌɛ.kə.ˈnɒ.mɪks
economics	ˌi.kə.ˈnɒ.mɪks
economist	ɪ.ˈkɒ.nə.mɪst
economize	ɪ.ˈkɒ.nə.ˌmaɪz
economizer	ɪ.ˈkɒ.nə.ˌmaɪ.zəɹ
economy	ɪ.ˈkɒ.nə.mi
ecophysiology	ˌɛ.koʊ.ˌfɪ.zi.ˈɒ.ləd.ʒi
ecophysiology	ˌi.koʊ.ˌfɪ.zi.ˈɒ.ləd.ʒi
ecospecies	ˈɛ.koʊ.ˌspi.ʃiz
ecospecies	ˈɛ.koʊ.ˌspi.siz
ecospecies	ˈi.koʊ.ˌspi.ʃiz
ecosphere	ˈɛ.koʊ.ˌsfɪəɹ
ecosphere	ˈi.koʊ.ˌsfɪəɹ
ecosystem	ˈɛ.koʊ.ˌsɪ.stəm
ecosystem	ˈi.koʊ.ˌsɪ.stəm
ecotage	ˈɛ.kə.ˌtɑʒ
ecotage	ˈi.kə.ˌtɑʒ
ecoterrorist	ˌɛ.koʊ.ˈtɛ.ɹə.ɹɪst
ecoterrorist	ˌi.koʊ.ˈtɛ.ɹə.ɹɪst
ecotone	ˈɛ.kə.ˌtoʊn
ecotone	ˈi.kə.ˌtoʊn
ecotourism	ˌɛ.koʊ.ˈtʊ.ə.ɹɪ.zəm
ecotourism	ˈi.koʊ.ˈtʊ.ə.ɹɪ.zəm
ecotype	ˈɛ.kə.ˌtaɪp
ecotype	ˈi.kə.ˌtaɪp
ecru	ˈɛ.kɹu
ecru	ˈeɪ.kɹu
ecstasy	ˈɛk.stə.si
ecstatic	ɛk.ˈstæ.tɪk
ecthyma	ˈɛk.θə.mə
ecthyma	ɛk.ˈθaɪ.mə
ectoblast	ˈɛk.tə.ˌblæst
ectoderm	ˈɛk.tə.ˌdɜɹm
ectomere	ˈɛk.tə.ˌmɪəɹ
ectomorph	ˈɛk.tə.ˌmɔɹf
ectomorphic	ˌɛk.tə.ˈmɔɹ.fɪk
ectoparasite	ˌɛk.toʊ.ˈpæ.ɹə.ˌsaɪt
ectopia	ɛk.ˈtoʊ.pi.ə
ectopic	ɛk.ˈtɒ.pɪk
ectoplasm	ˈɛk.tə.ˌplæ.zəm
ectoproct	ˈɛk.tə.ˌpɹɒkt
ectosarc	ˈɛk.tə.ˌsɑɹk
ectotherm	ˈɛk.tə.ˌθɜɹm
ectotrophic	ˌɛk.tə.ˈtɹɒ.fɪk
ectotrophic	ˌɛk.tə.ˈtɹoʊ.fɪk
ectozoan	ˌɛk.tə.ˈzoʊ.ən
ectozoon	ˌɛk.tə.ˈzoʊ.ɒn
ectozoon	ˌɛk.tə.ˈzoʊ.ən
ectype	ˈɛk.taɪp
Ecuador	ˈɛ.kwə.ˌdɔɹ
ECU	eɪ.ˈku
ECU	ˈi.ˈsi.ˈyu
ecumenical	ˈɛ.kyʊ.ˈmɛ.nɪ.kəl
ecumenical	ˈi.kyʊ.ˈmɛ.nɪ.kəl
ecumenicalism	ˌɛ.kyʊ.ˈmɛ.nɪ.kə.ˌlɪ.zəm
ecumenicalism	ˌi.kyʊ.ˈmɛ.nɪ.kə.ˌlɪ.zəm
ecumenicism	ˌɛ.kyʊ.ˈmɛ.nə.ˌsɪ.zəm
ecumenicism	ˌi.kyʊ.ˈmɛ.nə.ˌsɪ.zəm
ecumenicist	ˌɛ.kyʊ.ˈmɛ.nə.sɪst
ecumenicist	ˌi.kyʊ.ˈmɛ.nə.sɪst
ecumenicity	ˌɛ.kyʊ.mə.ˈnɪ.sɪ.ti
ecumenicity	ˌɛ.kyʊ.mɛ.nɪ.sɪ.ti
ecumenicity	ˈi.kyʊ.mə.ˈnɪ.sɪ.ti
ecumenics	ˌɛ.kyʊ.ˈmɛ.nɪks
ecumenics	ˌi.kyʊ.ˈmɛ.nɪks
ecumenism	ˈɛ.kyʊ.mə.ˌnɪ.zəm
ecumenism	ɪ.ˈkyu.mə.ˌnɪ.zəm
ecumenism	ˈi.kyʊ.mə.ˌnɪ.zəm
eczema	ˈɛk.sə.mə
eczema	ˈɛg.zə.mə
eczema	ɪg.ˈzi.ə
edacious	ɪ.ˈdeɪ.ʃəs
edacity	ɪ.ˈdæ.sɪ.ti
Eda	ˈɛ.də
edaphic	ɪ.ˈdæ.fɪk
Eddington	ˈɛ.dɪŋ.tən
eddo	ˈɛ.doʊ
eddy	ˈɛ.di
Eddy	ˈɛ.di
edelweiss	ˈeɪdl.ˌvaɪs
edelweiss	ˈeɪdl.ˌwaɪs
edema	ɪ.ˈdi.mə
Eden	ˈidn
edentate	i.ˈdɛn.teɪt
edentulous	i.ˈdɛnt.ʃə.ləs
Edgar	ˈɛd.gəɹ
edged	ɛdʒd
edge	ɛdʒ
edger	ˈɛd.ʒəɹ
edgewise	ˈɛdʒ.ˌwaɪz
edging	ˈɛd.ʒɪŋ
edgy	ˈɛd.ʒi
edh	ɛð
ed	ɛd
Ed	ɛd
edible	ˈɛ.də.bəl
edict	ˈi.dɪkt
Edie	ˈi.di
edification	ˌɛ.də.fɪ.ˈkeɪ.ʃən
edifice	ˈɛ.də.fɪs
edify	ˈɛ.də.faɪ
edile	ˈi.daɪl
Edinburgh	ˈɛdn.ˌbɜ.ɹə
Edinburgh	ˈɛdn.ˌbʌ.ɹə
Edinburgh	ˈɛdn.ˌbɹə
Edison	ˈɛ.də.sən
Edith	ˈi.dɪθ
edit	ˈɛ.dɪt
edition	ɪ.ˈdɪ.ʃən
editor	ˈɛ.dɪ.təɹ
editorial	ˌɛ.dɪ.ˈtɔ.ɹi.əl
editorial	ˌɛ.dɪ.ˈtoʊ.ɹi.əl
editorialize	ˌɛ.dɪ.ˈtɔ.ɹi.ə.ˌlaɪz
editorialize	ˌɛ.dɪ.ˈtoʊ.ɹi.ə.ˌlaɪz
editorship	ˈɛ.dɪ.təɹ.ˌʃɪp
editress	ˈɛ.dɪ.tɹɪs
Edmond	ˈɛd.mənd
Edna	ˈɛd.nə
Edo	ˈɛ.doʊ
Edo	ˈɛ.ˈdɔ
educable	ˈɛd.ʒʊ.kə.bəl
educated	ˈɛd.ʒʊ.ˌkeɪ.tɪd
educate	ˈɛd.ʒʊ.ˌkeɪt
educational	ˌɛd.ʒʊ.ˈkeɪ.ʃənl
educationese	ˌɛd.ʒʊ.ˌkeɪ.ʃə.ˈniz
educationese	ˌɛd.ʒʊ.ˌkeɪ.ʃə.ˈnis
education	ˌɛd.ʒʊ.ˈkeɪ.ʃən
educationist	ˌɛd.ʒʊ.ˈkeɪ.ʃə.nɪst
educative	ˈɛd.ʒʊ.ˌkeɪ.tɪv
educator	ˈɛd.ʒʊ.ˌkeɪ.təɹ
educatory	ˈɛd.ʒʊ.kə.ˌtɔ.ɹi
educatory	ˈɛd.ʒʊ.kə.ˌtoʊ.ɹi
educe	ɪ.ˈdus
educe	ɪ.ˈdyus
educt	ˈi.dʌkt
eduction	ɪ.ˈdʌk.ʃən
eductive	ɪ.ˈdʌk.tɪv
eductor	ɪ.ˈdʌk.təɹ
edulcorate	ɪ.ˈdʌl.kə.ˌɹeɪt
edutainment	ˌɛd.ʒʊ.ˈteɪn.mənt
Edward	ˈɛ.dwəɹd
Edwards	ˈɛ.dwəɹdz
Edwina	ɛd.ˈwi.nə
Edwina	ɛd.ˈwɪ.nə
Edwin	ˈɛ.dwɪn
eelgrass	ˈil.ˌgɹæs
eelgrass	ˈil.ˌgɹɑs
eel	il
eelpout	ˈil.ˌpaʊt
eelworm	ˈil.ˌwɜɹm
e'en	in
eerie	ˈɪə.ɹi
eery	ˈɪə.ɹi
effable	ˈɛ.fə.bəl
efface	ɪ.ˈfeɪs
effecter	ɪ.ˈfɛk.təɹ
effect	ɪ.ˈfɛkt
effective	ɪ.ˈfɛk.tɪv
effector	ɪ.ˈfɛk.təɹ
effects	ɪ.ˈfɛkts
effectual	ɪ.ˈfɛkt.ʃu.əl
effectuate	ɪ.ˈfɛkt.ʃu.ˌeɪt
effeminacy	ɪ.ˈfɛ.mə.nə.si
effeminate	ɪ.ˈfɛ.mə.nɪt
effeminate	ɪ.ˈfɛ.mə.ˌneɪt
effendi	ɪ.ˈfɛn.di
efferent	ˈɛ.fə.ɹənt
effervesce	ˌɛ.fəɹ.ˈvɛs
effervescent	ˌɛ.fəɹ.ˈvɛ.sənt
effete	ɪ.ˈfit
eff	ɛf
efficacious	ˌɛ.fɪ.ˈkeɪ.ʃəs
efficacity	ˌɛ.fɪ.ˈkæ.sɪ.ti
efficacy	ˈɛ.fɪ.kə.si
efficiency	ɪ.ˈfɪ.ʃən.si
efficient	ɪ.ˈfɪ.ʃənt
Effie	ˈɛ.fi
effigy	ˈɛ.fɪd.ʒi
effloresce	ˌɛ.flə.ˈɹɛs
efflorescence	ˌɛ.flə.ˈɹɛ.səns
efflorescent	ˌɛ.flə.ˈɹɛ.sənt
effluence	ˈɛ.flu.əns
effluent	ˈɛ.flu.ənt
effluvium	ɪ.ˈflu.vi.əm
efflux	ˈɛ.flʌks
effortful	ˈɛ.fəɹt.fəl
effort	ˈɛ.fəɹt
effortless	ˈɛ.fəɹt.lɪs
effrontery	ɪ.ˈfɹʌn.tə.ɹi
effulgence	ɪ.ˈfʌld.ʒəns
effulgence	ɪ.ˈfʊld.ʒəns
effulgent	ɪ.ˈfʌld.ʒənt
effulgent	ɪ.ˈfʊld.ʒənt
effuse	ɪ.ˈfyuz
effuse	ɪ.ˈfyus
effusion	ɪ.ˈfyu.ʒən
effusive	ɪ.ˈfyu.sɪv
eft	ɛft
eftsoon	ɛft.ˈsun
eftsoons	ɛft.ˈsunz
egad	ɪ.ˈgæd
egad	i.ˈgæd
egal	ˈi.gæl
egalitarian	ɪ.ˌgæ.lɪ.ˈtɛə.ɹi.ən
egalitarianism	ɪ.ˌgæ.lɪ.ˈtɛə.ɹi.ə.ˌnɪ.zəm
Egbert	ˈɛg.bəɹt
Eger	ˈeɪ.gəɹ
egesta	i.ˈdʒɛ.stə
egesta	ɪ.ˈdʒɛ.stə
egest	i.ˈdʒɛst
egest	ɪ.ˈdʒɛst
egestion	ɪ.ˈdʒɛst.ʃən
eggbeater	ˈɛg.ˌbi.təɹ
eggcup	ˈɛg.ˌkʌp
egger	ˈɛ.gəɹ
eggheaded	ˈɛg.ˌhɛ.dɪd
egghead	ˈɛg.ˌhɛd
egg	ɛg
eggnog	ˈɛg.ˌnɒg
eggplant	ˈɛg.ˌplænt
eggplant	ˈɛg.ˌplɑnt
eggshell	ˈɛg.ˌʃɛl
egis	ˈid.ʒɪs
eglantine	ˈɛ.glən.ˌtaɪn
eglantine	ˈɛ.glən.ˌtin
egocentric	ˌi.goʊ.ˈsɛn.tɹɪk
egocentric	ˌɛ.goʊ.ˈsɛn.tɹɪk
ego	ˈi.goʊ
ego	ˈɛ.goʊ
egoism	ˈi.goʊ.ˌɪ.zəm
egoism	ˈɛ.goʊ.ˌɪ.zəm
egoist	ˈi.goʊ.ɪst
egoist	ˈɛ.goʊ.ɪst
egoistic	ˌi.goʊ.ˈɪ.stɪk
egoistic	ˌɛ.goʊ.ˈɪ.stɪk
egomania	ˌi.goʊ.ˈmeɪ.ni.ə
egomania	ˌi.goʊ.ˈmeɪ.nyə
egomania	ˌɛ.goʊ.ˈmeɪ.ni.ə
egotism	ˈi.gə.ˌtɪ.zəm
egotism	ˈɛ.gə.ˌtɪ.zəm
egotist	ˈi.gə.tɪst
egotist	ˈɛ.gə.tɪst
egotistic	ˌi.gə.ˈtɪ.stɪk
egotistic	ˌɛ.gə.ˈtɪ.stɪk
egregious	ɪ.ˈgɹid.ʒəs
egregious	ɪ.ˈgɹid.ʒi.əs
egress	ˈi.gɹɛs
egress	ɪ.ˈgɹɛs
egression	ɪ.ˈgɹɛ.ʃən
egret	ˈi.gɹɪt
egret	ˈɛ.gɹɪt
egret	i.ˈgɹɛt
egret	ˈi.gɹɛt
Egypt	ˈid.ʒɪpt
Egyptian	ɪ.ˈdʒɪp.ʃən
eh	eɪ
eh	ɛ
e	i
Eichmann	ˈaɪk.mən
Eichmann	ˈaɪx.mən
Eichmann	ˈaɪx.ˌmɑn
eiderdown	ˈaɪ.dəɹ.ˌdaʊn
eider	ˈaɪ.dəɹ
eidetic	aɪ.ˈdɛ.tɪk
eidolon	aɪ.ˈdoʊ.lən
eidos	ˈaɪ.dɒs
eidos	ˈeɪ.dɒs
Eiffel	ˈaɪ.fəl
Eiffel	ɛ.ˈfɛl
eigenvalue	ˈaɪ.gən.ˌvæ.lyu
eigenvector	ˈaɪ.gən.ˌvɛk.təɹ
eightball	ˈeɪt.ˌbɔl
eighteen	ˈeɪ.ˈtin
eighteenth	ˈeɪ.ˈtinθ
eightfold	ˈeɪt.ˌfoʊld
eighth	eɪtθ
eighth	eɪθ
eight	eɪt
eightieth	ˈeɪ.ti.ɪθ
eights	eɪts
eighty	ˈeɪ.ti
eikon	ˈaɪ.kɒn
Eileen	aɪ.ˈlin
Eileen	eɪ.ˈlin
einkorn	ˈaɪn.kɔɹn
Einstein	ˈaɪn.staɪn
Einstein	ˈaɪn.ˌʃtaɪn
einsteinium	aɪn.ˈstaɪ.ni.əm
eirenic	aɪ.ˈɹɛ.nɪk
eirenic	aɪ.ˈɹi.nɪk
eisegesis	ˌaɪ.sɪ.ˈdʒi.sɪs
Eisenhower	ˈaɪ.zən.ˌhaʊ.əɹ
eisteddfod	aɪ.ˈstɛð.vɒd
eisteddfod	eɪ.ˈstɛð.vɒd
Eiswein	ˈaɪs.ˌwaɪn
Eiswein	ˈaɪs.ˌvaɪn
either	ˈi.ðəɹ
either	ˈaɪ.ðəɹ
ejaculate	ɪ.ˈdʒæ.kyə.ˌleɪt
ejaculate	ɪ.ˈdʒæ.kyə.lɪt
ejaculation	ɪ.ˌdʒæ.kyə.ˈleɪ.ʃən
ejaculator	ɪ.ˈdʒæ.kyə.ˌleɪ.təɹ
ejaculatory	ɪ.ˈdʒæ.kyə.lə.ˌtɔ.ɹi
ejaculatory	ɪ.ˈdʒæ.kyə.lə.ˌtoʊ.ɹi
ejecta	ɪ.ˈdʒɛk.tə
eject	ɪ.ˈdʒɛkt
ejection	ɪ.ˈdʒɛk.ʃən
ejective	ɪ.ˈdʒɛk.tɪv
ejectment	ɪ.ˈdʒɛkt.mənt
ejector	ɪ.ˈdʒɛk.təɹ
eke	ik
ekistic	ɪ.ˈkɪ.stɪk
ekistics	ɪ.ˈkɪ.stɪks
ekuele	ɛ.ˈkweɪ.li
ekuele	ɛ.ˈkweɪ.leɪ
elaborate	ɪ.ˈlæ.bə.ɹɪt
elaborate	ɪ.ˈlæ.bə.ˌɹeɪt
elaboration	ɪ.ˌlæ.bə.ˈɹeɪ.ʃən
Elaine	ɪ.ˈleɪn
eland	ˈi.lənd
elapid	ˈɛ.lə.pɪd
elapse	ɪ.ˈlæps
elasmobranch	ɪ.ˈlæ.smə.ˌbɹæŋk
elasmobranch	ɪ.ˈlæz.mə.ˌbɹæŋk
elastase	ɪ.ˈlæ.steɪs
elastase	ɪ.ˈlæ.stæz
elastic	ɪ.ˈlæ.stɪk
